0.92236,0.38589,-0.018422,0,-0.38529,0.92233,0.029201,0,0.028259,-0.019837,0.9994,0,-0.069194,0.89684,0.086962,1
0.92235,0.38422,-0.040492,0,-0.38312,0.92313,0.032377,0,0.049819,-0.01435,0.99866,0,-0.068913,0.89737,0.087568,1
0.92183,0.38051,-0.073779,0,-0.37898,0.92477,0.034363,0,0.081304,-0.0037162,0.99668,0,-0.068839,0.89806,0.088117,1
0.92134,0.37472,-0.10352,0,-0.37307,0.92712,0.035576,0,0.1093,0.0058425,0.99399,0,-0.069028,0.89894,0.088579,1
0.92342,0.36464,-0.11972,0,-0.36283,0.93111,0.037373,0,0.1251,0.0089282,0.9921,0,-0.069353,0.89987,0.088964,1
0.92985,0.34668,-0.12327,0,-0.34442,0.93797,0.039894,0,0.12946,0.0053618,0.99157,0,-0.069605,0.90072,0.089334,1
0.93888,0.3216,-0.12277,0,-0.31878,0.94688,0.042455,0,0.1299,-0.00072432,0.99153,0,-0.069683,0.90141,0.089727,1
0.94962,0.29037,-0.1179,0,-0.28712,0.95688,0.044032,0,0.1256,-0.0079625,0.99205,0,-0.069589,0.90188,0.090106,1
0.96088,0.25477,-0.10868,0,-0.25119,0.96686,0.045626,0,0.1167,-0.01654,0.99303,0,-0.069395,0.90203,0.090352,1
0.97135,0.21573,-0.09969,0,-0.21196,0.97614,0.047107,0,0.10747,-0.024628,0.9939,0,-0.069255,0.90185,0.090344,1
0.98018,0.17524,-0.092462,0,-0.17124,0.98398,0.049543,0,0.099662,-0.032727,0.99448,0,-0.069206,0.90136,0.090063,1
0.98738,0.13356,-0.085154,0,-0.12939,0.99019,0.052786,0,0.091369,-0.041102,0.99497,0,-0.06928,0.90067,0.089557,1
0.9929,0.091609,-0.075942,0,-0.087446,0.99457,0.056454,0,0.080701,-0.049412,0.99551,0,-0.069465,0.89986,0.088871,1
0.99661,0.049373,-0.065747,0,-0.045414,0.99714,0.060408,0,0.068541,-0.057217,0.99601,0,-0.069783,0.89907,0.088082,1
0.9984,0.0079449,-0.056016,0,-0.0043541,0.99794,0.063935,0,0.056409,-0.063589,0.99638,0,-0.070179,0.89838,0.087279,1
0.99836,-0.032918,-0.046795,0,0.036037,0.99707,0.067455,0,0.044437,-0.069031,0.99662,0,-0.070669,0.89781,0.086476,1
0.99667,-0.072679,-0.037066,0,0.075151,0.99469,0.070325,0,0.031758,-0.072877,0.99684,0,-0.071233,0.89739,0.085709,1
0.99342,-0.11144,-0.026477,0,0.1131,0.99091,0.072796,0,0.018124,-0.075311,0.997,0,-0.071868,0.89711,0.084968,1
0.98874,-0.14891,-0.014872,0,0.14961,0.9859,0.074992,0,0.0034953,-0.076373,0.99707,0,-0.072591,0.89694,0.084227,1
0.98274,-0.18498,-0.0028605,0,0.18465,0.97978,0.077016,0,-0.011444,-0.076214,0.99703,0,-0.073375,0.89685,0.083477,1
0.97581,-0.21846,0.0085673,0,0.21713,0.97296,0.078717,0,-0.025532,-0.074952,0.99686,0,-0.074239,0.89679,0.082665,1
0.96852,-0.24829,0.017957,0,0.24613,0.9659,0.080334,0,-0.037291,-0.073385,0.99661,0,-0.075096,0.8967,0.081816,1
0.96142,-0.27401,0.024399,0,0.27127,0.95906,0.081302,0,-0.045678,-0.071546,0.99639,0,-0.075922,0.89658,0.080957,1
0.95512,-0.29494,0.027647,0,0.29194,0.953,0.081049,0,-0.050252,-0.06934,0.99633,0,-0.076671,0.89642,0.080118,1
0.95012,-0.31066,0.027551,0,0.30773,0.94818,0.079097,0,-0.050696,-0.066673,0.99649,0,-0.077245,0.89615,0.079346,1
0.94681,-0.32075,0.025807,0,0.3181,0.94506,0.075331,0,-0.048551,-0.063115,0.99682,0,-0.077639,0.89573,0.078622,1
0.94578,-0.32391,0.024149,0,0.32162,0.94429,0.069818,0,-0.045418,-0.058266,0.99727,0,-0.077778,0.8951,0.077965,1
0.94776,-0.31794,0.025741,0,0.31594,0.94678,0.061632,0,-0.043967,-0.05028,0.99777,0,-0.077639,0.89423,0.077374,1
0.95416,-0.29744,0.03327,0,0.29563,0.95398,0.050172,0,-0.046662,-0.038037,0.99819,0,-0.077194,0.89311,0.076855,1
0.96393,-0.26253,0.043776,0,0.26105,0.96463,0.036669,0,-0.051854,-0.023918,0.99837,0,-0.076687,0.89196,0.076352,1
0.9756,-0.21353,0.051141,0,0.21257,0.97686,0.023574,0,-0.054991,-0.012127,0.99841,0,-0.076356,0.89099,0.075808,1
0.98697,-0.15325,0.04895,0,0.15278,0.98817,0.013166,0,-0.050389,-0.0055153,0.99871,0,-0.076364,0.89034,0.075209,1
0.99552,-0.085518,0.040263,0,0.085301,0.99633,0.0070828,0,-0.040721,-0.0036166,0.99916,0,-0.076699,0.89007,0.074612,1
0.99919,-0.016037,0.03688,0,0.01591,0.99987,0.0037328,0,-0.036935,-0.003143,0.99931,0,-0.077186,0.89014,0.074171,1
0.99764,0.051195,0.045793,0,-0.051315,0.99868,0.0014484,0,-0.045659,-0.0037949,0.99895,0,-0.077632,0.89052,0.074071,1
0.99137,0.11388,0.06497,0,-0.11405,0.99347,-0.001103,0,-0.064672,-0.0063163,0.99789,0,-0.077943,0.89117,0.074348,1
0.9817,0.17001,0.085832,0,-0.17029,0.98539,-0.0040945,0,-0.085273,-0.010597,0.9963,0,-0.078109,0.89199,0.074926,1
0.97007,0.22043,0.10183,0,-0.22088,0.97528,-0.0070074,0,-0.10086,-0.015695,0.99478,0,-0.078136,0.89286,0.075676,1
0.95779,0.26474,0.11203,0,-0.26536,0.9641,-0.0096474,0,-0.11057,-0.020489,0.99366,0,-0.078066,0.89372,0.076498,1
0.94588,0.30227,0.11812,0,-0.30311,0.95289,-0.011166,0,-0.11594,-0.025243,0.99294,0,-0.077891,0.89447,0.07732,1
0.93502,0.33275,0.12253,0,-0.33392,0.94253,-0.011444,0,-0.1193,-0.030215,0.9924,0,-0.077637,0.8951,0.078105,1
0.92568,0.3561,0.12772,0,-0.35778,0.93375,-0.010362,0,-0.12295,-0.036104,0.99176,0,-0.077355,0.89563,0.078819,1
0.91851,0.37251,0.13255,0,-0.37485,0.92705,-0.0078281,0,-0.12579,-0.042494,0.99115,0,-0.077033,0.89602,0.079452,1
0.9148,0.38193,0.13144,0,-0.38479,0.923,-0.0039491,0,-0.12283,-0.046965,0.99132,0,-0.076618,0.89626,0.080043,1
0.91457,0.38645,0.11924,0,-0.38929,0.92111,0.00062139,0,-0.10959,-0.046986,0.99287,0,-0.076075,0.89634,0.080626,1
0.91698,0.38729,0.095657,0,-0.38953,0.921,0.0051487,0,-0.086106,-0.041982,0.9954,0,-0.075398,0.89633,0.081247,1
0.92018,0.38584,0.066327,0,-0.38728,0.92191,0.0099401,0,-0.057312,-0.034834,0.99775,0,-0.074577,0.89619,0.081892,1
0.9224,0.38399,0.041454,0,-0.38482,0.92289,0.013937,0,-0.032905,-0.028808,0.99904,0,-0.073741,0.89605,0.082542,1
0.92321,0.38345,0.02559,0,-0.38394,0.92319,0.017913,0,-0.016756,-0.026362,0.99951,0,-0.07297,0.89598,0.083169,1
0.92339,0.3835,0.016538,0,-0.3838,0.92315,0.022006,0,-0.0068281,-0.026667,0.99962,0,-0.072393,0.89615,0.083799,1
0.92196,0.38718,0.0088888,0,-0.38728,0.92158,0.026596,0,0.0021056,-0.027963,0.99961,0,-0.0717,0.8962,0.084432,1
